date,rel_transistors,rel_max_clock,rel_tdp,rel_perf,rel_perfnorm
2008-01-04,126521.73913043478,20925.925925925927,62.0,,
2008-01-07,126521.73913043478,20000.0,62.0,,
2008-01-01,99130.4347826087,22222.222222222223,60.0,,
2008-01-07,356521.7391304348,31481.48148148148,300.0,inf,inf
2008-01-07,356521.7391304348,31481.48148148148,300.0,inf,inf
2008-01-07,356521.7391304348,31481.48148148148,300.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,100.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,130.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,130.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,22222.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,19722.222222222223,180.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-07,826086.9565217391,24629.62962962963,260.0,inf,inf
2008-01-10,126521.73913043478,16944.444444444445,70.0,,
2008-01-10,317826.0869565217,27129.62962962963,260.0,inf,inf
2008-01-10,317826.0869565217,27129.62962962963,260.0,inf,inf
2008-01-10,317826.0869565217,29629.62962962963,260.0,inf,inf
2009-01-04,317826.0869565217,30833.333333333332,260.0,inf,inf
2009-01-10,317826.0869565217,32037.037037037036,260.0,inf,inf
2009-01-01,178260.8695652174,18518.51851851852,70.0,,
2008-01-10,126521.73913043478,15370.37037037037,70.0,,
2009-01-01,99130.4347826087,25000.0,130.0,,
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-01,,19722.222222222223,120.0,inf,inf
2009-01-10,178260.8695652174,20370.370370370372,70.0,,
2009-01-04,20434.782608695652,11111.111111111111,2.8,,
2009-01-04,20434.782608695652,18518.51851851852,4.8,,
2010-01-01,317826.0869565217,28333.333333333332,260.0,,
2009-01-07,336521.7391304348,33333.333333333336,190.0,inf,inf
2009-01-07,336521.7391304348,33333.333333333336,190.0,inf,inf
2009-01-07,336521.7391304348,33333.333333333336,190.0,inf,inf
2010-01-01,336521.7391304348,32037.037037037036,164.0,,
2010-01-01,317826.0869565217,28333.333333333332,260.0,inf,inf
2009-01-04,99130.4347826087,25925.925925925927,130.0,,
2009-01-01,178260.8695652174,20370.370370370372,70.0,,
2009-01-07,317826.0869565217,24629.62962962963,120.0,inf,inf
2009-01-07,317826.0869565217,24629.62962962963,120.0,inf,inf
2009-01-07,317826.0869565217,24629.62962962963,120.0,inf,inf
2009-01-07,317826.0869565217,24629.62962962963,120.0,inf,inf
2009-01-07,317826.0869565217,24629.62962962963,120.0,inf,inf
2010-01-07,178260.8695652174,19444.444444444445,70.0,,
2010-01-07,,25000.0,130.0,,
2010-01-01,,14814.814814814816,310.0,,
2010-01-04,99130.4347826087,25925.925925925927,130.0,,
2010-01-07,99130.4347826087,27777.777777777777,130.0,,
2010-01-10,99130.4347826087,29629.62962962963,130.0,,
2009-01-07,99130.4347826087,27129.62962962963,130.0,,
2010-01-01,99130.4347826087,28333.333333333332,130.0,,
2010-01-04,99130.4347826087,29629.62962962963,130.0,,
2010-01-07,99130.4347826087,30833.333333333332,130.0,,
2010-01-01,336521.7391304348,29629.62962962963,164.0,,
2010-01-01,178260.8695652174,21296.296296296296,70.0,,
2009-01-07,336521.7391304348,25925.925925925927,90.0,,
2009-01-07,336521.7391304348,28333.333333333332,90.0,,
2010-01-07,336521.7391304348,29629.62962962963,90.0,,
2009-01-07,336521.7391304348,29629.62962962963,110.0,,
2010-01-07,336521.7391304348,30833.333333333332,110.0,,
2010-01-01,,14814.814814814816,260.0,,
2010-01-01,,13574.074074074075,310.0,,
2010-01-01,,16046.296296296296,370.0,,
2010-01-01,,17277.777777777777,370.0,,
2010-01-01,166086.95652173914,20925.925925925927,70.0,,
2010-01-01,166086.95652173914,23425.925925925927,70.0,,
2010-01-01,166086.95652173914,28388.88888888889,70.0,,
2010-01-01,166086.95652173914,32037.037037037036,146.0,inf,inf
2010-01-01,166086.95652173914,32037.037037037036,146.0,inf,inf
2010-01-01,166086.95652173914,32037.037037037036,146.0,inf,inf
2010-01-01,166086.95652173914,33333.333333333336,174.0,inf,inf
2010-01-01,166086.95652173914,33333.333333333336,174.0,inf,inf
2010-01-01,166086.95652173914,34537.03703703704,146.0,inf,inf
2010-01-01,166086.95652173914,34537.03703703704,146.0,inf,inf
2010-01-01,166086.95652173914,25925.925925925927,50.0,,
2010-01-01,166086.95652173914,19750.0,36.0,,
2010-01-01,166086.95652173914,27157.40740740741,50.0,,
2011-01-07,166086.95652173914,25925.925925925927,146.0,,
2010-01-01,53478.260869565216,16944.444444444445,13.0,,
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2010-01-01,166086.95652173914,27129.62962962963,146.0,inf,inf
2011-01-01,166086.95652173914,27157.40740740741,146.0,,
2010-01-01,,16046.296296296296,210.0,inf,inf
2010-01-01,,16046.296296296296,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,17277.777777777777,190.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,19750.0,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,20981.48148148148,210.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,23453.703703703704,190.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,25925.925925925927,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,22222.222222222223,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,,24685.185185185186,260.0,inf,inf
2010-01-01,178260.8695652174,18518.51851851852,70.0,,
2010-01-01,166086.95652173914,17277.777777777777,36.0,,
2010-01-01,166086.95652173914,19722.222222222223,70.0,,
2010-01-01,166086.95652173914,20981.48148148148,36.0,,
2010-01-01,,33333.333333333336,260.0,,
2010-01-07,,32037.037037037036,260.0,,
2010-01-07,336521.7391304348,30833.333333333332,190.0,,
2010-01-04,336521.7391304348,33333.333333333336,164.0,inf,inf
2010-01-04,336521.7391304348,33333.333333333336,190.0,,
2010-01-04,336521.7391304348,34537.03703703704,190.0,inf,inf
2010-01-04,166086.95652173914,35740.740740740745,146.0,inf,inf
2010-01-04,166086.95652173914,35740.740740740745,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,29629.62962962963,146.0,inf,inf
2010-01-04,166086.95652173914,32037.037037037036,146.0,,
2010-01-07,166086.95652173914,22222.222222222223,70.0,,
2010-01-04,166086.95652173914,11111.111111111111,36.0,,
2010-01-04,166086.95652173914,24629.62962962963,70.0,,
2010-01-04,166086.95652173914,16018.518518518518,36.0,,
2010-01-07,336521.7391304348,27129.62962962963,90.0,,
2010-01-04,166086.95652173914,17222.222222222223,70.0,,
2010-01-04,166086.95652173914,11111.111111111111,36.0,,
2010-01-04,166086.95652173914,9814.814814814816,36.0,,
2010-01-04,166086.95652173914,22222.222222222223,36.0,,
2010-01-04,166086.95652173914,18518.51851851852,36.0,,
2010-01-04,53478.260869565216,16944.444444444445,13.0,,
2010-01-07,166086.95652173914,30833.333333333332,70.0,,
2010-01-07,166086.95652173914,29629.62962962963,70.0,,
2010-01-07,166086.95652173914,28333.333333333332,50.0,,
2010-01-04,,11111.111111111111,2.6,,
2010-01-04,,14814.814814814816,4.4,,
2010-01-04,,17592.59259259259,4.4,,
2010-01-07,166086.95652173914,23425.925925925927,36.0,,
2010-01-07,166086.95652173914,19722.222222222223,36.0,,
2010-01-07,166086.95652173914,32037.037037037036,70.0,,
2010-01-04,20434.782608695652,19722.222222222223,5.0,,
2004-01-04,54347.82608695652,22222.222222222223,168.0,,
2010-01-10,166086.95652173914,17222.222222222223,36.0,,
2010-01-10,166086.95652173914,12314.814814814816,36.0,,
2011-01-01,166086.95652173914,12314.814814814816,36.0,,
2011-01-01,166086.95652173914,11111.111111111111,36.0,,
2010-01-07,76521.73913043478,13888.888888888889,17.0,,
2010-01-07,166086.95652173914,18518.51851851852,70.0,,
2010-01-07,166086.95652173914,19722.222222222223,70.0,,
2010-01-07,166086.95652173914,30833.333333333332,146.0,inf,inf
2010-01-07,166086.95652173914,30833.333333333332,146.0,inf,inf
2010-01-07,166086.95652173914,30833.333333333332,146.0,inf,inf
2010-01-07,166086.95652173914,30833.333333333332,146.0,inf,inf
2010-01-07,166086.95652173914,23425.925925925927,70.0,,
2010-01-07,166086.95652173914,25925.925925925927,70.0,,
2011-01-01,166086.95652173914,21018.51851851852,70.0,,
2011-01-01,,30555.555555555555,130.0,inf,inf
2011-01-01,,34259.25925925926,190.0,inf,inf
2011-01-01,,34259.25925925926,190.0,inf,inf
2011-01-01,,34259.25925925926,190.0,inf,inf
2011-01-01,,34259.25925925926,130.0,inf,inf
2011-01-01,,34259.25925925926,130.0,inf,inf
2011-01-01,,30555.555555555555,90.0,inf,inf
2011-01-01,,30555.555555555555,90.0,inf,inf
2011-01-01,,35185.18518518518,190.0,inf,inf
2011-01-01,,35185.18518518518,190.0,inf,inf
2011-01-01,,35185.18518518518,190.0,inf,inf
2011-01-01,,35185.18518518518,190.0,inf,inf
2011-01-01,,35185.18518518518,130.0,inf,inf
2011-01-01,,35185.18518518518,130.0,inf,inf
2011-01-01,,26851.85185185185,90.0,,
2011-01-01,,19444.444444444445,70.0,,
2011-01-01,,26851.85185185185,70.0,,
2011-01-01,,31481.48148148148,90.0,,
2011-01-01,,29629.62962962963,70.0,,
2011-01-01,,31481.48148148148,70.0,,
2011-01-01,,32407.40740740741,110.0,,
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,31481.48148148148,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,160.0,inf,inf
2011-01-04,,33333.333333333336,190.0,,
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,160.0,inf,inf
2011-01-04,,34259.25925925926,190.0,,
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,30555.555555555555,90.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,35185.18518518518,160.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2011-01-04,,36111.11111111111,190.0,inf,inf
2010-01-07,166086.95652173914,18518.51851851852,70.0,,
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,34537.03703703704,260.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
2011-01-01,,32037.037037037036,190.0,inf,inf
